query_name,id,display_name,works_api_url,h_index,works_count,country_code,matched,error
Piyush Ghasiya,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Piyush+Ghasiya&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Pol Rovira-Wilde,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Pol+Rovira-Wilde&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Pranav Goel,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Pranav+Goel&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Prasanta Bhattacharya,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Prasanta+Bhattacharya&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Prashant Garg,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Prashant+Garg&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Prateek Gupta,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Prateek+Gupta&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Pratyush Yadav,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Pratyush+Yadav&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Pratyusha Kalluri,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Pratyusha+Kalluri&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Przemyslaw A. Grabowicz,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Przemyslaw+A.+Grabowicz&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Pu Yan,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Pu+Yan&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Pádraig MacCarron,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=P%C3%A1draig+MacCarron&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Qian Huang,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Qian+Huang&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Qiankun Zhong,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Qiankun+Zhong&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Qunshan Zhao,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Qunshan+Zhao&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rachel Chen,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rachel+Chen&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rachel Goldberg,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rachel+Goldberg&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rachith Aiyappa,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rachith+Aiyappa&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Radhika Krishnan,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Radhika+Krishnan&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Radosław Michalski,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rados%C5%82aw+Michalski&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Radu Tanase,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Radu+Tanase&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rafael Prieto-Curiel,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rafael+Prieto-Curiel&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Raffaele Vacca,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Raffaele+Vacca&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Raiyan Abdul Baten,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Raiyan+Abdul+Baten&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ralf H.J.M. Kurvers,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ralf+H.J.M.+Kurvers&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ralph Hertwig,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ralph+Hertwig&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ralph Schroeder,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ralph+Schroeder&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Raluca Rilla,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Raluca+Rilla&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ramona Schoedel,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ramona+Schoedel&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Raphael Richter,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Raphael+Richter&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rasika Muralidharan,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rasika+Muralidharan&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Razan Baltaji,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Razan+Baltaji&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Reagan Grey Keeney,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Reagan+Grey+Keeney&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Reed Orchinik,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Reed+Orchinik&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Renata Topinkova,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Renata+Topinkova&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rene Algesheimer,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rene+Algesheimer&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rene F Kizilcec,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rene+F+Kizilcec&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rense Corten,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rense+Corten&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Renu Singh,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Renu+Singh&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rezvaneh Rezapour,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rezvaneh+Rezapour&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ricardo Cevallos,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ricardo+Cevallos&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Riccardo Di Clemente,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Riccardo+Di+Clemente&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Riccardo Gallotti,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Riccardo+Gallotti&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Richard Cannon,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Richard+Cannon&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Richard Johansson,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Richard+Johansson&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Richard Öhrvall,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Richard+%C3%96hrvall&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Robert Fluegge,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Robert+Fluegge&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Robert Helmrich,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Robert+Helmrich&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Robert Jankowski,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Robert+Jankowski&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Robert Paluch,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Robert+Paluch&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Robert West,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Robert+West&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Roberta Sinatra,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Roberta+Sinatra&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Roberto Cantillan Carrasco,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Roberto+Cantillan+Carrasco&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Roberto Gillmore,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Roberto+Gillmore&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Roberto Ulloa,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Roberto+Ulloa&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Robin Forsberg,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Robin+Forsberg&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Robin Na,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Robin+Na&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Roger Wattenhofer,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Roger+Wattenhofer&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rohan Raju,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rohan+Raju&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Roman David Ventzke,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Roman+David+Ventzke&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Roman Senninger,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Roman+Senninger&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ronald E. Robertson,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ronald+E.+Robertson&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rosa Ellen Lavelle-Hill,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rosa+Ellen+Lavelle-Hill&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rosa M. Navarrete,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rosa+M.+Navarrete&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rossana Mastrandrea,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rossana+Mastrandrea&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ruben L. Bach,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ruben+L.+Bach&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ruggero Marino Lazzaroni,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ruggero+Marino+Lazzaroni&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Rui Mata,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Rui+Mata&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ruining He,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ruining+He&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ruiqing Han,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ruiqing+Han&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ruiyao Liu,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ruiyao+Liu&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ruud Luijkx,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ruud+Luijkx&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ryan E. Langendorf,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ryan+E.+Langendorf&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ryan Whalen,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ryan+Whalen&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ryo Sasaki,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ryo+Sasaki&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ryo Yokoi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ryo+Yokoi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ryoma Adachi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ryoma+Adachi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ryosuke Harakawa,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ryosuke+Harakawa&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ryosuke Yamanishi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ryosuke+Yamanishi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ryuma Shineha,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ryuma+Shineha&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Sabin Roman,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Sabin+Roman&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Sabina J Tomkins,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Sabina+J+Tomkins&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Saeedeh Mohammadi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Saeedeh+Mohammadi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Saffron O'Neill,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Saffron+O%27Neill&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Sagar Kumar,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Sagar+Kumar&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Salah Zrigui,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Salah+Zrigui&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Salsabil Arabi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Salsabil+Arabi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Salsabil Salah,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Salsabil+Salah&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Sam Jeffers,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Sam+Jeffers&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Sam Zhang,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Sam+Zhang&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Samantha D'Alonzo,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Samantha+D%27Alonzo&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
